class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
e,7.44,x,d,y,t,p,r,4.95,1.175,y,f,f,d,a
p,3.04,x,s,y,f,a,r,7.94,0.598,y,t,z,d,s
p,5.79,c,e,y,t,x,r,6.0,1.226,w,f,f,d,u
e,7.56,x,d,y,t,p,r,5.6,1.219,e,f,f,d,u
p,4.15,x,s,y,f,a,r,8.99,0.712,y,t,z,d,s
p,2.71,b,t,y,f,a,r,5.1,0.657,r,f,f,m,a
p,3.5,b,s,y,f,a,r,6.94,0.736,y,t,z,d,s
p,5.15,c,i,y,f,a,r,6.59,0.67,w,f,f,d,u
p,3.57,c,i,y,f,a,r,6.01,0.674,w,f,f,d,a
p,5.43,c,i,y,f,a,r,6.43,0.816,w,f,f,d,u
p,5.2,c,i,y,f,a,r,6.42,0.729,w,f,f,d,a
p,5.18,c,i,y,f,a,r,7.0,0.777,w,f,f,d,u
p,3.26,b,s,y,f,a,r,8.69,0.71,y,t,z,d,s
p,4.94,c,i,y,f,a,r,6.85,0.816,w,f,f,d,u
p,7.2,c,k,y,t,x,r,6.98,1.326,w,f,f,g,u
p,5.69,c,i,y,f,a,r,6.35,0.694,w,f,f,d,a
p,4.43,b,s,y,f,a,r,8.18,0.775,y,t,z,d,w
p,5.95,c,e,y,t,x,r,9.85,1.394,w,f,f,d,u
p,4.91,c,i,y,f,a,r,6.69,0.757,w,f,f,d,u
p,4.99,c,i,y,f,a,r,6.59,0.715,w,f,f,d,a
p,4.47,c,i,y,f,a,r,6.36,0.705,w,f,f,d,u
p,3.47,f,d,y,f,a,r,4.93,0.661,r,f,f,g,u
p,4.38,c,i,y,f,a,r,6.41,0.692,w,f,f,d,u
p,4.88,c,i,y,f,a,r,6.67,0.844,w,f,f,d,u
p,4.69,c,i,y,f,a,r,6.14,0.65,w,f,f,d,u
p,4.93,c,i,y,f,a,r,5.66,0.72,w,f,f,d,a
p,4.97,c,i,y,f,a,r,5.88,0.727,w,f,f,d,u
p,6.08,c,i,y,f,a,r,6.44,0.703,w,f,f,d,a
e,6.72,x,d,y,t,p,r,5.03,1.146,e,f,f,d,a
p,3.09,f,d,y,f,a,r,4.84,0.565,r,f,f,m,u
p,4.16,x,s,y,f,a,r,8.85,0.762,y,t,z,d,w
p,3.91,c,k,y,t,x,r,4.69,1.152,w,f,f,d,s
p,5.58,c,k,y,t,x,r,5.41,1.157,w,f,f,g,s
p,5.44,c,i,y,f,a,r,6.77,0.727,w,f,f,d,a
p,2.67,f,w,y,f,a,r,5.08,0.51,y,f,f,g,u
p,3.69,x,s,y,f,a,r,8.41,0.666,y,t,z,d,a
p,5.26,c,i,y,f,a,r,6.05,0.727,w,f,f,d,a
e,7.22,x,d,y,t,p,r,5.24,1.279,y,f,f,d,u
p,6.24,c,i,y,f,a,r,7.45,0.951,w,f,f,d,a
p,2.98,f,t,y,f,a,r,5.32,0.608,r,f,f,m,a
p,2.93,b,t,y,f,a,r,5.19,0.508,r,f,f,d,u
p,4.71,c,e,y,t,x,r,4.64,1.143,w,f,f,g,s
p,4.64,c,i,y,f,a,r,6.0,0.676,w,f,f,d,a
p,4.19,c,i,y,f,a,r,6.78,0.783,w,f,f,d,a
p,5.46,c,i,y,f,a,r,6.27,0.698,w,f,f,d,a
p,2.88,f,d,y,f,a,r,4.74,0.668,y,f,f,m,a
p,3.2,x,s,y,f,a,r,7.44,0.654,y,t,z,d,w
p,3.91,x,s,y,f,a,r,8.29,0.799,y,t,z,d,w
p,6.15,c,e,y,t,x,r,7.11,1.315,w,f,f,d,u
p,2.09,b,s,y,f,a,r,8.59,0.666,y,t,z,d,a
p,4.74,b,s,y,f,a,r,9.17,0.773,y,t,z,d,s
p,4.6,c,i,y,f,a,r,6.14,0.81,w,f,f,d,u
p,4.01,c,i,y,f,a,r,6.02,0.722,w,f,f,d,a
e,7.72,x,d,y,t,p,r,5.5,1.22,e,f,f,d,u
e,7.24,x,d,y,t,p,r,5.5,1.198,e,f,f,d,u
p,4.35,x,s,y,f,a,r,8.96,0.731,y,t,z,d,s
p,3.8,b,s,y,f,a,r,8.33,0.795,y,t,z,d,w
p,5.01,x,s,y,f,a,r,9.44,0.933,y,t,z,d,s
p,5.27,c,k,y,t,x,r,5.06,1.149,w,f,f,d,u
p,5.08,c,i,y,f,a,r,6.16,0.828,w,f,f,d,u
p,4.55,x,s,y,f,a,r,10.67,0.706,y,t,z,d,s
p,3.66,x,s,y,f,a,r,7.77,0.666,y,t,z,d,u
p,5.47,c,k,y,t,x,r,6.06,1.21,w,f,f,g,a
p,3.74,c,i,y,f,a,r,6.15,0.72,w,f,f,d,u
p,4.84,c,i,y,f,a,r,5.88,0.564,w,f,f,d,a
p,6.08,c,k,y,t,x,r,7.34,1.267,w,f,f,d,s
p,4.31,c,i,y,f,a,r,6.05,0.646,w,f,f,d,u
e,8.74,x,d,y,t,p,r,7.34,1.432,y,f,f,d,u
e,6.18,x,d,y,t,p,r,5.8,1.178,y,f,f,d,u
e,7.5,x,d,y,t,p,r,5.85,1.226,e,f,f,d,a
e,7.36,x,d,y,t,p,r,7.11,1.304,y,f,f,d,a
p,3.03,f,d,y,f,a,r,5.4,0.614,r,f,f,g,a
p,2.95,x,s,y,f,a,r,8.21,0.596,y,t,z,d,w
p,3.99,x,s,y,f,a,r,7.94,0.723,y,t,z,d,a
p,5.18,c,i,y,f,a,r,6.62,0.741,w,f,f,d,a
p,5.06,c,i,y,f,a,r,6.42,0.769,w,f,f,d,u
p,5.99,c,i,y,f,a,r,7.16,0.914,w,f,f,d,a
p,3.41,b,w,y,f,a,r,5.44,0.672,r,f,f,d,u
p,2.9,x,s,y,f,a,r,8.48,0.732,y,t,z,d,w
p,4.63,x,s,y,f,a,r,7.4,0.777,y,t,z,d,a
p,6.44,c,e,y,t,x,r,7.22,1.197,w,f,f,g,s
p,7.07,c,e,y,t,x,r,7.53,1.37,w,f,f,g,a
p,4.42,c,i,y,f,a,r,6.45,0.685,w,f,f,d,u
p,5.49,c,i,y,f,a,r,5.87,0.614,w,f,f,d,a
p,4.64,c,i,y,f,a,r,6.43,0.725,w,f,f,d,u
p,2.86,f,w,y,f,a,r,4.64,0.548,r,f,f,d,u
p,2.75,x,s,y,f,a,r,8.15,0.63,y,t,z,d,a
p,7.25,c,i,y,f,a,r,6.82,0.771,w,f,f,d,a
p,6.04,c,i,y,f,a,r,6.61,0.705,w,f,f,d,a
p,3.24,x,s,y,f,a,r,7.35,0.656,y,t,z,d,u
p,3.91,c,i,y,f,a,r,5.92,0.717,w,f,f,d,a
e,10.49,x,d,y,t,p,r,7.01,1.3,y,f,f,d,a
p,4.26,b,s,y,f,a,r,7.81,0.706,y,t,z,d,w
p,3.26,b,d,y,f,a,r,4.83,0.482,y,f,f,m,u
p,4.7,b,s,y,f,a,r,8.45,0.727,y,t,z,d,u
e,8.24,x,d,y,t,p,r,6.62,1.209,y,f,f,d,a
e,7.74,x,d,y,t,p,r,5.95,1.255,e,f,f,d,u
p,3.07,f,w,y,f,a,r,4.83,0.635,y,f,f,m,u
p,5.62,c,i,y,f,a,r,6.79,0.792,w,f,f,d,u
p,2.88,b,d,y,f,a,r,5.09,0.595,r,f,f,d,a
p,4.47,x,s,y,f,a,r,10.48,0.804,y,t,z,d,s
p,5.44,c,i,y,f,a,r,6.26,0.766,w,f,f,d,a
p,5.18,c,i,y,f,a,r,5.61,0.679,w,f,f,d,a
p,5.81,c,i,y,f,a,r,6.02,0.738,w,f,f,d,a
e,5.92,x,d,y,t,p,r,6.05,1.16,e,f,f,d,u
p,4.01,x,s,y,f,a,r,7.15,0.73,y,t,z,d,s
p,3.98,x,s,y,f,a,r,6.62,0.685,y,t,z,d,s
p,6.71,c,i,y,f,a,r,7.42,0.898,w,f,f,d,a
p,5.46,c,i,y,f,a,r,5.89,0.685,w,f,f,d,a
p,4.09,b,s,y,f,a,r,9.44,0.842,y,t,z,d,a
p,4.67,c,e,y,t,x,r,6.07,1.243,w,f,f,g,a
p,5.73,c,i,y,f,a,r,6.59,0.81,w,f,f,d,u
p,3.56,b,s,y,f,a,r,9.93,0.83,y,t,z,d,u
p,2.99,b,t,y,f,a,r,5.58,0.701,y,f,f,d,u
p,4.05,c,i,y,f,a,r,6.22,0.739,w,f,f,d,u
p,4.72,c,e,y,t,x,r,4.14,1.231,w,f,f,d,s
e,7.54,x,d,y,t,p,r,6.71,1.26,y,f,f,d,u
p,3.95,x,s,y,f,a,r,9.02,0.76,y,t,z,d,a
p,4.92,c,i,y,f,a,r,6.32,0.681,w,f,f,d,a
p,3.46,f,t,y,f,a,r,5.56,0.711,y,f,f,d,a
p,6.28,b,s,y,f,a,r,11.76,1.082,y,t,z,d,u
p,3.18,f,d,y,f,a,r,5.01,0.538,y,f,f,d,u
p,5.29,c,i,y,f,a,r,6.7,0.744,w,f,f,d,a
p,4.9,c,i,y,f,a,r,7.12,0.797,w,f,f,d,a
p,3.16,f,d,y,f,a,r,4.78,0.577,r,f,f,g,a
p,5.33,c,e,y,t,x,r,7.8,1.299,w,f,f,g,u
p,5.26,c,i,y,f,a,r,7.21,0.807,w,f,f,d,a
p,4.63,c,i,y,f,a,r,5.78,0.575,w,f,f,d,a
p,2.89,f,d,y,f,a,r,5.01,0.648,r,f,f,m,a
e,7.89,x,d,y,t,p,r,6.07,1.33,y,f,f,d,u
p,4.28,b,s,y,f,a,r,9.8,0.815,y,t,z,d,a
p,4.86,c,i,y,f,a,r,6.6,0.849,w,f,f,d,a
p,5.35,c,i,y,f,a,r,6.91,0.893,w,f,f,d,u
p,5.93,c,i,y,f,a,r,7.03,0.801,w,f,f,d,a
p,3.69,x,s,y,f,a,r,6.84,0.665,y,t,z,d,u
p,3.33,x,s,y,f,a,r,7.38,0.791,y,t,z,d,s
p,5.43,c,i,y,f,a,r,6.09,0.656,w,f,f,d,u
p,3.44,x,s,y,f,a,r,6.61,0.686,y,t,z,d,a
p,4.42,c,i,y,f,a,r,6.86,0.768,w,f,f,d,u
p,3.41,f,t,y,f,a,r,4.65,0.592,y,f,f,g,a
p,6.14,c,i,y,f,a,r,7.19,0.887,w,f,f,d,a
p,3.54,x,s,y,f,a,r,7.64,0.727,y,t,z,d,s
p,2.48,b,s,y,f,a,r,8.33,0.749,y,t,z,d,w
p,4.97,b,s,y,f,a,r,8.41,0.81,y,t,z,d,w
p,5.5,c,k,y,t,x,r,6.69,1.207,w,f,f,d,u
p,4.99,x,s,y,f,a,r,9.81,0.794,y,t,z,d,u
p,5.32,c,e,y,t,x,r,5.77,1.095,w,f,f,g,s
p,3.08,f,t,y,f,a,r,4.75,0.605,y,f,f,g,a
p,3.36,f,d,y,f,a,r,5.11,0.629,r,f,f,g,a
p,3.91,b,s,y,f,a,r,9.09,0.678,y,t,z,d,s
p,6.14,c,i,y,f,a,r,6.91,0.817,w,f,f,d,u
p,3.68,b,d,y,f,a,r,5.12,0.629,y,f,f,m,a
p,3.99,c,e,y,t,x,r,5.06,1.152,w,f,f,d,s
p,4.42,c,i,y,f,a,r,6.72,0.794,w,f,f,d,a
p,3.37,b,s,y,f,a,r,5.98,0.638,y,t,z,d,a
p,2.57,b,s,y,f,a,r,6.46,0.651,y,t,z,d,u
p,6.48,c,k,y,t,x,r,7.86,1.353,w,f,f,d,s
p,4.62,c,i,y,f,a,r,5.66,0.587,w,f,f,d,u
p,6.97,c,k,y,t,x,r,8.18,1.335,w,f,f,g,u
e,8.57,x,d,y,t,p,r,6.91,1.38,y,f,f,d,a
p,3.57,b,s,y,f,a,r,8.11,0.775,y,t,z,d,a
p,4.48,c,i,y,f,a,r,6.23,0.593,w,f,f,d,u
p,4.72,c,i,y,f,a,r,6.7,0.821,w,f,f,d,a
p,5.53,c,e,y,t,x,r,7.45,1.29,w,f,f,d,a
p,5.1,c,i,y,f,a,r,6.1,0.713,w,f,f,d,a
p,5.77,c,i,y,f,a,r,5.93,0.686,w,f,f,d,u
e,7.24,x,d,y,t,p,r,5.82,1.192,y,f,f,d,a
e,8.53,x,d,y,t,p,r,7.28,1.352,e,f,f,d,a
p,4.89,c,i,y,f,a,r,7.01,0.789,w,f,f,d,a
p,2.73,f,d,y,f,a,r,4.72,0.581,y,f,f,d,a
p,3.82,c,k,y,t,x,r,5.2,1.09,w,f,f,g,s
p,4.53,c,i,y,f,a,r,6.41,0.671,w,f,f,d,a
p,5.01,c,k,y,t,x,r,6.8,1.209,w,f,f,d,u
p,3.24,x,s,y,f,a,r,8.61,0.823,y,t,z,d,a
p,5.25,c,i,y,f,a,r,6.24,0.649,w,f,f,d,u
p,4.88,c,i,y,f,a,r,6.87,0.802,w,f,f,d,u
p,3.55,b,s,y,f,a,r,7.31,0.682,y,t,z,d,u
p,7.34,c,k,y,t,x,r,7.48,1.307,w,f,f,d,s
p,4.65,c,i,y,f,a,r,6.12,0.637,w,f,f,d,a
p,3.15,b,s,y,f,a,r,6.01,0.658,y,t,z,d,u
e,6.24,x,d,y,t,p,r,5.75,1.159,y,f,f,d,u
p,3.54,x,s,y,f,a,r,8.47,0.743,y,t,z,d,a
p,3.2,x,s,y,f,a,r,6.88,0.673,y,t,z,d,s
p,3.99,b,s,y,f,a,r,7.27,0.661,y,t,z,d,a
p,6.55,c,e,y,t,x,r,8.1,1.323,w,f,f,g,a
p,3.7,b,s,y,f,a,r,7.58,0.609,y,t,z,d,u
p,5.08,b,s,y,f,a,r,8.51,0.848,y,t,z,d,s
p,4.88,x,s,y,f,a,r,8.98,0.819,y,t,z,d,s
p,2.62,x,s,y,f,a,r,6.7,0.641,y,t,z,d,a
p,4.26,x,s,y,f,a,r,7.39,0.712,y,t,z,d,a
p,3.72,x,s,y,f,a,r,8.49,0.846,y,t,z,d,a
p,5.26,c,i,y,f,a,r,6.09,0.606,w,f,f,d,a
p,2.74,f,d,y,f,a,r,4.91,0.552,y,f,f,d,a
p,5.67,c,i,y,f,a,r,6.29,0.744,w,f,f,d,u
p,4.2,x,s,y,f,a,r,9.57,0.859,y,t,z,d,a
p,4.49,c,i,y,f,a,r,6.5,0.675,w,f,f,d,u
p,3.11,f,t,y,f,a,r,5.24,0.637,y,f,f,d,u
p,5.14,c,i,y,f,a,r,6.58,0.796,w,f,f,d,a
p,5.07,c,i,y,f,a,r,6.43,0.738,w,f,f,d,a
p,3.16,x,s,y,f,a,r,6.24,0.652,y,t,z,d,a
e,7.85,x,d,y,t,p,r,6.15,1.225,y,f,f,d,u
p,3.36,f,w,y,f,a,r,5.64,0.701,y,f,f,g,u
p,5.0,b,s,y,f,a,r,7.38,0.7,y,t,z,d,u
p,5.74,c,i,y,f,a,r,6.5,0.771,w,f,f,d,u
p,4.53,c,i,y,f,a,r,5.9,0.636,w,f,f,d,a
p,4.13,x,s,y,f,a,r,8.38,0.785,y,t,z,d,w
p,4.36,c,i,y,f,a,r,5.86,0.686,w,f,f,d,u
p,6.26,c,i,y,f,a,r,6.81,0.822,w,f,f,d,u
p,3.39,f,t,y,f,a,r,5.63,0.705,y,f,f,m,u
p,5.18,c,i,y,f,a,r,6.78,0.903,w,f,f,d,u
p,4.24,c,i,y,f,a,r,6.11,0.656,w,f,f,d,a
p,3.28,x,s,y,f,a,r,7.7,0.71,y,t,z,d,a
p,6.33,c,e,y,t,x,r,7.71,1.358,w,f,f,g,s
p,4.82,c,i,y,f,a,r,5.97,0.696,w,f,f,d,u
e,7.0,x,d,y,t,p,r,5.5,1.289,e,f,f,d,a
p,3.51,b,s,y,f,a,r,8.85,0.834,y,t,z,d,s
p,3.9,x,s,y,f,a,r,8.78,0.723,y,t,z,d,s
p,4.5,c,i,y,f,a,r,5.6,0.526,w,f,f,d,u
p,3.5,c,e,y,t,x,r,5.39,1.108,w,f,f,g,s
p,4.51,c,i,y,f,a,r,5.99,0.714,w,f,f,d,u
p,4.68,c,i,y,f,a,r,6.35,0.68,w,f,f,d,a
p,3.65,b,s,y,f,a,r,8.86,0.812,y,t,z,d,w
p,4.07,b,s,y,f,a,r,8.77,0.641,y,t,z,d,u
p,5.02,c,i,y,f,a,r,7.07,0.911,w,f,f,d,u
p,4.89,c,i,y,f,a,r,6.24,0.733,w,f,f,d,a
p,3.79,c,i,y,f,a,r,5.91,0.701,w,f,f,d,a
p,4.46,c,i,y,f,a,r,6.28,0.653,w,f,f,d,u
e,6.83,x,d,y,t,p,r,4.87,1.014,e,f,f,d,a
e,7.83,x,d,y,t,p,r,5.89,1.283,e,f,f,d,a
p,4.41,c,i,y,f,a,r,6.9,0.845,w,f,f,d,a
e,6.91,x,d,y,t,p,r,5.96,1.107,e,f,f,d,a
p,4.59,x,s,y,f,a,r,9.15,0.732,y,t,z,d,a
p,4.91,c,i,y,f,a,r,6.54,0.724,w,f,f,d,a
p,5.36,c,i,y,f,a,r,6.67,0.782,w,f,f,d,a
p,4.21,c,i,y,f,a,r,6.29,0.68,w,f,f,d,a
p,5.35,c,i,y,f,a,r,6.35,0.669,w,f,f,d,a
p,3.16,f,w,y,f,a,r,5.24,0.635,r,f,f,g,a
p,7.16,c,k,y,t,x,r,6.88,1.335,w,f,f,g,u
p,5.38,c,i,y,f,a,r,7.55,0.925,w,f,f,d,a
p,3.99,b,s,y,f,a,r,8.35,0.687,y,t,z,d,s
p,4.24,b,s,y,f,a,r,8.34,0.708,y,t,z,d,u
p,4.75,c,i,y,f,a,r,6.63,0.681,w,f,f,d,u
p,4.65,x,s,y,f,a,r,7.78,0.739,y,t,z,d,a
p,5.13,c,k,y,t,x,r,8.22,1.38,w,f,f,d,a
p,2.92,b,w,y,f,a,r,4.9,0.599,r,f,f,m,a
p,5.92,c,e,y,t,x,r,6.92,1.359,w,f,f,d,a
p,2.56,b,w,y,f,a,r,4.48,0.54,r,f,f,m,a
p,3.58,b,s,y,f,a,r,8.59,0.796,y,t,z,d,u
p,4.11,c,i,y,f,a,r,6.29,0.71,w,f,f,d,u
e,6.69,x,d,y,t,p,r,5.85,1.182,y,f,f,d,u
p,3.84,x,s,y,f,a,r,6.53,0.761,y,t,z,d,w
p,5.9,c,k,y,t,x,r,4.66,1.24,w,f,f,d,u
p,3.76,c,i,y,f,a,r,5.66,0.714,w,f,f,d,u
p,4.58,c,i,y,f,a,r,6.45,0.73,w,f,f,d,u
p,2.98,b,d,y,f,a,r,4.69,0.68,r,f,f,m,u
p,4.54,x,s,y,f,a,r,9.71,0.839,y,t,z,d,a
p,6.53,c,e,y,t,x,r,6.0,1.186,w,f,f,d,u
e,8.0,x,d,y,t,p,r,5.96,1.117,y,f,f,d,u
e,7.63,x,d,y,t,p,r,5.77,1.172,y,f,f,d,a
p,3.09,b,d,y,f,a,r,5.51,0.671,y,f,f,m,a
p,3.81,x,s,y,f,a,r,8.21,0.722,y,t,z,d,w
p,5.42,c,k,y,t,x,r,6.03,1.202,w,f,f,g,u
p,5.03,c,i,y,f,a,r,6.03,0.771,w,f,f,d,u
p,4.65,c,i,y,f,a,r,6.21,0.758,w,f,f,d,a
p,5.05,c,i,y,f,a,r,6.77,0.758,w,f,f,d,u
p,5.36,c,i,y,f,a,r,5.83,0.675,w,f,f,d,u
p,2.58,f,t,y,f,a,r,3.94,0.475,y,f,f,m,u
p,4.24,x,s,y,f,a,r,7.5,0.663,y,t,z,d,s
p,4.96,c,e,y,t,x,r,4.49,1.209,w,f,f,d,u
p,3.12,f,w,y,f,a,r,5.44,0.685,y,f,f,m,u
p,4.58,c,k,y,t,x,r,7.52,1.277,w,f,f,g,u
p,4.32,c,i,y,f,a,r,6.06,0.699,w,f,f,d,a
p,5.76,c,i,y,f,a,r,6.46,0.739,w,f,f,d,u
e,6.88,x,d,y,t,p,r,6.06,1.253,e,f,f,d,a
p,5.08,c,e,y,t,x,r,4.55,1.193,w,f,f,g,u
p,6.53,c,i,y,f,a,r,7.54,0.892,w,f,f,d,u
p,2.69,b,w,y,f,a,r,4.14,0.446,y,f,f,g,a
p,4.02,b,s,y,f,a,r,6.76,0.663,y,t,z,d,w
p,4.47,c,k,y,t,x,r,7.7,1.27,w,f,f,g,s
p,4.83,c,i,y,f,a,r,6.22,0.722,w,f,f,d,a
p,5.61,c,i,y,f,a,r,7.46,0.847,w,f,f,d,a
p,6.58,c,i,y,f,a,r,7.14,0.929,w,f,f,d,a
p,3.87,c,i,y,f,a,r,5.53,0.689,w,f,f,d,a
e,10.89,f,s,g,f,s,u,7.39,1.908,b,f,f,l,w
p,9.67,x,s,g,t,x,u,9.8,2.109,u,f,f,d,a
e,8.98,f,s,g,f,s,u,7.39,2.014,b,f,f,d,a
e,10.43,s,s,g,f,s,u,8.62,2.166,u,f,f,l,w
e,6.75,s,s,g,f,s,u,5.94,1.819,u,f,f,d,w
p,8.9,x,s,g,t,x,u,9.3,2.032,g,f,f,d,a
p,9.8,x,s,g,t,x,u,8.35,1.806,g,f,f,d,a
e,11.5,f,s,g,f,s,u,7.73,2.044,u,f,f,d,w
e,10.32,s,s,g,f,s,u,7.08,1.906,u,f,f,l,a
p,6.27,x,s,g,t,x,u,8.39,2.018,n,f,f,d,a
p,6.55,x,s,g,t,x,u,8.98,2.017,g,f,f,d,a
e,12.41,s,s,g,f,s,u,7.34,2.072,b,f,f,l,a
p,9.62,x,s,g,t,x,u,9.33,1.944,g,f,f,d,a
e,11.29,f,s,g,f,s,u,8.0,2.002,b,f,f,d,w
p,9.26,x,s,g,t,x,u,10.56,2.133,g,f,f,d,a
p,9.52,x,s,g,t,x,u,9.31,1.792,n,f,f,d,a
p,8.56,x,s,g,t,x,u,8.82,2.216,g,f,f,d,a
p,8.99,x,s,g,t,x,u,9.72,2.133,u,f,f,d,a
p,8.76,x,s,g,t,x,u,10.21,2.064,g,f,f,d,a
p,10.4,x,s,g,t,x,u,9.55,1.964,u,f,f,d,a
p,8.5,x,s,g,t,x,u,10.24,2.101,u,f,f,d,a
p,9.57,x,s,g,t,x,u,9.74,2.149,n,f,f,d,a
p,8.92,x,s,g,t,x,u,9.7,2.188,u,f,f,d,a
e,7.23,f,s,g,f,s,u,6.22,1.554,b,f,f,d,a
p,7.74,x,s,g,t,x,u,9.24,2.029,n,f,f,d,a
e,9.83,f,s,g,f,s,u,7.13,2.069,b,f,f,d,w
e,8.54,f,s,g,f,s,u,6.35,1.888,b,f,f,d,a
p,8.85,x,s,g,t,x,u,9.42,2.073,u,f,f,d,a
e,9.87,f,s,g,f,s,u,7.13,2.039,u,f,f,d,w
e,5.92,f,s,g,f,s,u,6.57,2.207,u,f,f,l,a
e,9.94,s,s,g,f,s,u,8.0,2.282,b,f,f,l,w
p,8.55,x,s,g,t,x,u,8.75,1.85,n,f,f,d,a
e,11.4,s,s,g,f,s,u,7.17,1.865,b,f,f,l,w
e,14.17,s,s,g,f,s,u,9.26,2.173,b,f,f,d,a
e,11.7,f,s,g,f,s,u,7.36,2.073,b,f,f,l,a
e,10.38,f,s,g,f,s,u,8.18,2.05,b,f,f,d,w
e,6.74,s,s,g,f,s,u,7.55,1.971,u,f,f,d,a
e,11.15,s,s,g,f,s,u,8.17,2.1,b,f,f,d,a
p,7.79,x,s,g,t,x,u,10.17,1.823,g,f,f,d,a
p,7.15,x,s,g,t,x,u,7.0,1.472,u,f,f,d,a
p,8.47,x,s,g,t,x,u,8.74,1.862,n,f,f,d,a
e,10.72,f,s,g,f,s,u,7.05,2.024,b,f,f,l,a
p,7.72,x,s,g,t,x,u,8.74,1.879,n,f,f,d,a
p,8.67,x,s,g,t,x,u,7.55,1.882,g,f,f,d,a
p,7.65,x,s,g,t,x,u,9.33,1.796,g,f,f,d,a
e,8.93,s,s,g,f,s,u,6.96,1.894,u,f,f,l,a
p,8.5,x,s,g,t,x,u,9.28,2.183,u,f,f,d,a
e,9.59,s,s,g,f,s,u,6.99,1.859,b,f,f,d,a
p,9.1,x,s,g,t,x,u,8.28,1.987,n,f,f,d,a
p,9.83,x,s,g,t,x,u,10.64,2.345,g,f,f,d,a
p,9.52,x,s,g,t,x,u,10.13,2.12,n,f,f,d,a
p,8.84,x,s,g,t,x,u,9.43,2.079,n,f,f,d,a
p,8.37,x,s,g,t,x,u,8.09,1.937,g,f,f,d,a
p,9.2,x,s,g,t,x,u,10.51,2.057,u,f,f,d,a
p,8.88,x,s,g,t,x,u,8.21,1.931,g,f,f,d,a
p,8.89,x,s,g,t,x,u,8.34,2.048,g,f,f,d,a
e,8.92,f,s,g,f,s,u,6.21,1.795,u,f,f,l,a
e,8.39,s,s,g,f,s,u,7.5,2.166,b,f,f,d,w
e,10.92,f,s,g,f,s,u,6.21,1.816,u,f,f,d,a
e,8.27,s,s,g,f,s,u,6.0,1.683,b,f,f,l,w
p,6.42,x,s,g,t,x,u,7.69,1.868,g,f,f,d,a
p,7.5,x,s,g,t,x,u,9.12,2.23,g,f,f,d,a
p,9.6,x,s,g,t,x,u,8.36,2.081,n,f,f,d,a
p,7.09,x,s,g,t,x,u,9.29,1.947,u,f,f,d,a
p,6.23,x,s,g,t,x,u,7.18,1.801,n,f,f,d,a
e,9.62,s,s,g,f,s,u,8.3,2.096,u,f,f,l,a
e,7.32,f,s,g,f,s,u,6.78,1.949,u,f,f,d,a
p,8.56,x,s,g,t,x,u,7.85,1.807,u,f,f,d,a
e,9.97,f,s,g,f,s,u,5.73,1.552,b,f,f,d,w
p,7.37,x,s,g,t,x,u,8.43,1.941,n,f,f,d,a
e,10.91,f,s,g,f,s,u,8.14,1.967,b,f,f,d,a
e,11.35,f,s,g,f,s,u,8.17,2.002,u,f,f,d,a
p,8.66,x,s,g,t,x,u,9.34,1.933,u,f,f,d,a
e,11.52,f,s,g,f,s,u,8.0,2.019,b,f,f,d,w
e,8.84,s,s,g,f,s,u,7.33,2.232,u,f,f,d,a
p,9.6,x,s,g,t,x,u,9.41,2.172,n,f,f,d,a
p,8.78,x,s,g,t,x,u,8.72,1.894,g,f,f,d,a
p,8.78,x,s,g,t,x,u,7.61,1.856,g,f,f,d,a
p,7.52,x,s,g,t,x,u,8.81,1.929,u,f,f,d,a
p,8.9,x,s,g,t,x,u,10.52,2.204,n,f,f,d,a
p,9.25,x,s,g,t,x,u,9.93,2.283,g,f,f,d,a
e,7.49,f,s,g,f,s,u,8.04,2.095,u,f,f,l,a
p,6.96,x,s,g,t,x,u,9.49,2.004,g,f,f,d,a
p,7.42,x,s,g,t,x,u,10.03,2.237,u,f,f,d,a
p,8.95,x,s,g,t,x,u,8.99,2.014,u,f,f,d,a
e,11.33,f,s,g,f,s,u,8.33,2.144,b,f,f,l,a
e,10.35,f,s,g,f,s,u,6.9,1.925,u,f,f,d,a
p,8.7,x,s,g,t,x,u,8.2,1.843,g,f,f,d,a
p,9.67,x,s,g,t,x,u,9.51,2.05,u,f,f,d,a
p,8.97,x,s,g,t,x,u,10.03,2.221,n,f,f,d,a
p,8.03,x,s,g,t,x,u,10.05,2.061,u,f,f,d,a
e,9.29,s,s,g,f,s,u,7.18,1.98,u,f,f,l,a
p,8.56,x,s,g,t,x,u,8.91,2.103,u,f,f,d,a
e,10.73,s,s,g,f,s,u,7.76,2.138,b,f,f,l,a
p,9.85,x,s,g,t,x,u,9.95,2.185,g,f,f,d,a
p,7.96,x,s,g,t,x,u,7.81,2.094,n,f,f,d,a
e,9.21,s,s,g,f,s,u,7.96,2.225,b,f,f,l,w
p,8.37,x,s,g,t,x,u,9.12,2.01,g,f,f,d,a
p,9.82,x,s,g,t,x,u,10.75,2.21,u,f,f,d,a
p,8.39,x,s,g,t,x,u,8.53,1.89,u,f,f,d,a
p,7.6,x,s,g,t,x,u,9.47,2.117,g,f,f,d,a
e,11.1,f,s,g,f,s,u,7.17,2.086,b,f,f,l,a
p,7.64,x,s,g,t,x,u,9.12,1.948,u,f,f,d,a
